,REF_DATE,GEO,DGUID,New housing price indexes,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
7276,1986-01,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,69.8,
7277,1986-01,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,52.5,E
7278,1986-01,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
7279,1986-01,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,64.5,
7280,1986-01,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,56.5,E
7368,1986-02,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,37.3,
7369,1986-02,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,33.7,
7370,1986-02,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,44.8,E
7371,1986-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,44.3,
7372,1986-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,42.7,
7373,1986-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,53.6,E
7377,1986-02,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,34.1,
7378,1986-02,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,30.0,
7379,1986-02,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,41.1,E
7380,1986-02,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,41.6,
7381,1986-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,35.4,
7382,1986-02,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,58.5,E
7383,1986-02,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,41.2,
7384,1986-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,37.4,
7385,1986-02,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,54.1,E
7386,1986-02,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,47.3,
7387,1986-02,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,43.8,
7388,1986-02,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,54.7,E
7392,1986-02,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,40.4,
7393,1986-02,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,36.0,
7394,1986-02,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,55.9,E
7395,1986-02,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,67.4,
7396,1986-02,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,71.4,
7397,1986-02,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,55.5,E
7398,1986-02,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
7399,1986-02,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,64.5,
7400,1986-02,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,56.5,E
7488,1986-03,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,37.7,
7489,1986-03,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,34.2,
7490,1986-03,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,45.0,E
7491,1986-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,44.4,
7492,1986-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,42.7,
7493,1986-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,53.9,E
7497,1986-03,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,34.6,
7498,1986-03,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,30.6,
7499,1986-03,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,41.3,E
7500,1986-03,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,42.1,
7501,1986-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,35.7,
7502,1986-03,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,59.2,E
7503,1986-03,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,41.7,
7504,1986-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,38.0,
7505,1986-03,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,54.1,E
7506,1986-03,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,47.7,
7507,1986-03,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,44.2,
7508,1986-03,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,54.7,E
7512,1986-03,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,40.9,
7513,1986-03,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,36.1,
7514,1986-03,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,57.6,E
7515,1986-03,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,67.4,
7516,1986-03,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,71.4,
7517,1986-03,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,55.5,E
7518,1986-03,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
7519,1986-03,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,64.5,
7520,1986-03,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,56.5,E
7608,1986-04,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,38.0,
7609,1986-04,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,34.5,
7610,1986-04,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,45.0,E
7611,1986-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,44.7,
7612,1986-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,43.0,
7613,1986-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,54.2,E
7617,1986-04,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,34.8,
7618,1986-04,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,30.8,
7619,1986-04,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,41.3,E
7620,1986-04,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,42.6,
7621,1986-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,36.4,
7622,1986-04,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,59.2,E
7623,1986-04,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,42.2,
7624,1986-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,38.5,
7625,1986-04,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,54.1,E
7626,1986-04,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,48.5,
7627,1986-04,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,45.2,
7628,1986-04,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,54.7,E
7632,1986-04,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,41.1,
7633,1986-04,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,36.7,
7634,1986-04,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,56.0,E
7635,1986-04,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,67.8,
7636,1986-04,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,72.0,
7637,1986-04,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,55.5,E
7638,1986-04,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
7639,1986-04,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,64.5,
7640,1986-04,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,56.5,E
7728,1986-05,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,38.4,
7729,1986-05,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,35.0,
7730,1986-05,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,45.4,E
7731,1986-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,44.7,
7732,1986-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,43.1,
7733,1986-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,54.2,E
7737,1986-05,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,35.3,
7738,1986-05,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,31.5,
7739,1986-05,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,41.6,E
7740,1986-05,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,42.6,
7741,1986-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,36.4,
7742,1986-05,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,59.2,E
7743,1986-05,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,43.0,
7744,1986-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,39.1,
7745,1986-05,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,55.4,E
7746,1986-05,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,49.0,
7747,1986-05,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,45.7,
7748,1986-05,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,54.7,E
7752,1986-05,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,41.3,
7753,1986-05,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,36.9,
7754,1986-05,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,56.0,E
7755,1986-05,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,68.7,
7756,1986-05,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,73.3,
7757,1986-05,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,55.5,E
7758,1986-05,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
7759,1986-05,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,64.5,
7760,1986-05,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,56.5,E
7848,1986-06,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,38.8,
7849,1986-06,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,35.4,
7850,1986-06,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,45.4,E
7851,1986-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,44.9,
7852,1986-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,43.2,
7853,1986-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,54.3,E
7857,1986-06,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,35.8,
7858,1986-06,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,32.0,
7859,1986-06,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,41.8,E
7860,1986-06,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,42.6,
7861,1986-06,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,36.4,
7862,1986-06,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,59.2,E
7863,1986-06,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,43.0,
7864,1986-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,39.1,
7865,1986-06,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,55.4,E
7866,1986-06,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,49.3,
7867,1986-06,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,45.9,
7868,1986-06,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,55.7,E
7872,1986-06,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,41.5,
7873,1986-06,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,37.2,
7874,1986-06,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,56.0,E
7875,1986-06,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,68.7,
7876,1986-06,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,73.3,
7877,1986-06,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,55.5,E
7878,1986-06,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
7879,1986-06,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,64.5,
7880,1986-06,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,56.5,E
7968,1986-07,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,39.2,
7969,1986-07,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,35.9,
7970,1986-07,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,45.7,E
7971,1986-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,45.1,
7972,1986-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,43.4,
7973,1986-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,55.1,E
7977,1986-07,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,36.2,
7978,1986-07,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,32.5,
7979,1986-07,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,41.9,E
7980,1986-07,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,43.1,
7981,1986-07,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,37.0,
7982,1986-07,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,59.2,E
7983,1986-07,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,43.2,
7984,1986-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,39.4,
7985,1986-07,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,55.4,E
7986,1986-07,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,49.3,
7987,1986-07,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,45.7,
7988,1986-07,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,56.5,E
7992,1986-07,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,42.8,
7993,1986-07,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,38.8,
7994,1986-07,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,56.0,E
7995,1986-07,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,68.8,
7996,1986-07,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,73.3,
7997,1986-07,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,55.5,E
7998,1986-07,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
7999,1986-07,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,64.5,
8000,1986-07,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,56.5,E
8088,1986-08,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,39.9,
8089,1986-08,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,36.6,
8090,1986-08,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,46.0,E
8091,1986-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,45.1,
8092,1986-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,43.4,
8093,1986-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,55.1,E
8097,1986-08,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,37.1,
8098,1986-08,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,33.5,
8099,1986-08,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,42.3,E
8100,1986-08,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,43.2,
8101,1986-08,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,37.0,
8102,1986-08,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,59.2,E
8103,1986-08,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,43.7,
8104,1986-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,40.0,
8105,1986-08,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,55.4,E
8106,1986-08,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,49.3,
8107,1986-08,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,45.4,
8108,1986-08,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,57.5,E
8112,1986-08,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,43.4,
8113,1986-08,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,39.3,
8114,1986-08,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,56.0,E
8115,1986-08,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,68.9,
8116,1986-08,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,73.3,
8117,1986-08,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,56.1,E
8118,1986-08,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
8119,1986-08,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,64.5,
8120,1986-08,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,56.5,E
8208,1986-09,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,41.2,
8209,1986-09,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,37.9,
8210,1986-09,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,47.2,E
8211,1986-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,45.3,
8212,1986-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,43.6,
8213,1986-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,55.1,E
8217,1986-09,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,38.9,
8218,1986-09,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,35.2,
8219,1986-09,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,44.0,E
8220,1986-09,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,43.7,
8221,1986-09,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,37.6,
8222,1986-09,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,59.2,E
8223,1986-09,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,45.0,
8224,1986-09,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,41.4,
8225,1986-09,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,55.4,E
8226,1986-09,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,49.7,
8227,1986-09,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,45.9,
8228,1986-09,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,57.6,E
8232,1986-09,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,43.9,
8233,1986-09,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,39.9,
8234,1986-09,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,56.6,E
8235,1986-09,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,68.8,
8236,1986-09,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,73.2,
8237,1986-09,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,56.1,E
8238,1986-09,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
8239,1986-09,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,64.5,
8240,1986-09,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,56.5,E
8328,1986-10,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,41.8,
8329,1986-10,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,38.7,
8330,1986-10,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,47.2,E
8331,1986-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,45.4,
8332,1986-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,43.8,
8333,1986-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,55.2,E
8337,1986-10,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,39.7,
8338,1986-10,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,36.2,
8339,1986-10,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,44.0,E
8340,1986-10,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,44.1,
8341,1986-10,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,38.1,
8342,1986-10,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,59.2,E
8343,1986-10,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,45.6,
8344,1986-10,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,42.2,
8345,1986-10,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,55.4,E
8346,1986-10,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,49.7,
8347,1986-10,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,45.9,
8348,1986-10,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,57.6,E
8352,1986-10,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,44.2,
8353,1986-10,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,40.3,
8354,1986-10,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,56.0,E
8355,1986-10,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,68.8,
8356,1986-10,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,73.2,
8357,1986-10,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,56.1,E
8358,1986-10,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,62.8,
